occurrence_id,movie_id,movie_title,genre,director_name,director_id,oscar_year,won_oscar,exact_word,surrounding_text,linguistic_context,timestamp,total_count_fucks,average_fucks_per_hour,synopsis,image
761,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,"Benny, don't fuck this up by trying to be funny.",general_expletive,"01:09:16,420",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
762,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,"Finish your drink, get the fuck out",general_expletive,"01:13:46,856",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
763,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,You maniac! You fucking lunatic!,insult,"01:14:05,274",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
764,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,What is this fucking red tie?,exclamation_shock,"01:18:52,228",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
765,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,because they was no fucking good.,exclamation_shock,"01:22:40,356",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
766,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,Will you please let us take a fucking drive alone?,insult,"01:24:13,482",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
767,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,You can take your whole fucking life alone,insult,"01:24:18,387",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
768,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,CHARLIE: This fucking building,general_expletive,"01:28:55,564",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
769,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,it's climbing through the fucking roof.,general_expletive,"01:28:59,835",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
770,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,"A hotel in the middle of the fucking Mojave Desert,",general_expletive,"01:29:03,506",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
771,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,Fuck,Fuck old friends.,general_expletive,"01:29:49,618",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
772,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,I don't give a fuck. I only approved one.,general_expletive,"01:30:17,613",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
773,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,CHARLIE: What the fuck am I doing? I don't want in what I have in.,exclamation_shock,"01:30:28,557",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
774,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,Did you fuck him?,insult,"01:44:08,743",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
775,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucked,You fucked Meyer?,insult,"01:44:13,014",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
776,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,Why is fucking Meyer any more disgusting,general_expletive,"01:44:22,657",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
777,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,than fucking Joey?,general_expletive,"01:44:24,692",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
778,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,You don't find fucking Joey disgusting?!,insult,"01:44:26,093",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
779,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,You don't want to fuck Meyer?!,insult,"01:44:33,034",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
780,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,tell them to tear the whole fucking thing down,insult,"01:44:38,906",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
781,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,that doesn't let me see the fucking pool!,general_expletive,"01:44:45,747",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
782,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,Tear down the fucking casino!,general_expletive,"01:44:48,350",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
783,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,eating a couple of fucking hot dogs at Nathan's.,general_expletive,"01:45:27,121",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
784,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucked,She fucked you.,insult,"01:50:22,349",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
785,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,I'll break your fucking jaw.,general_expletive,"01:50:59,086",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
786,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,"undependable, philandering fuck!",general_expletive,"01:54:24,058",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
787,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,it's the stupidest fucking time we could ever pick,general_expletive,"01:55:34,962",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
788,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fucking,"is going to be a total, fucking fiasco.",general_expletive,"01:56:10,397",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
789,63,Bugsy,Biography,Barry Levinson,35.0,1992,False,fuck,this broad Joey A. used to fuck,general_expletive,"01:56:27,048",58,26.67,"Gangster Bugsy Siegel falls obsessively in love and dreams up the Flamingo Hotel in Las Vegas, dragging his mob associates into his grand vision.",
790,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,Miggs! You stupid fuck!,insult,"00:18:05,689",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
791,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fucking,fucking you?,insult,"00:28:29,569",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
792,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fucking,Put the fucking lotion in the basket!,general_expletive,"00:56:28,570",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
793,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,Where the fuck is my ambulance?,general_expletive,"01:17:16,930",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
794,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fucking,Where's the fucking oxygen?,general_expletive,"01:18:28,850",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
795,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,Would you fuck me?,insult,"01:31:20,210",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
796,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,I'd fuck me.,general_expletive,"01:31:28,610",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
797,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,I'd fuck me hard.,general_expletive,"01:31:35,649",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
798,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,I'd fuck me so hard.,intensifier,"01:31:37,729",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
799,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,Damn fuck.,exclamation_shock,"01:35:07,969",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
800,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,You little fuck.,insult,"01:35:18,730",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
801,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fuck,How the fuck should I know? Just get me out of here!,general_expletive,"01:41:11,770",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
802,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fucking,"No! Don't you leave me here, you fucking bitch!",insult,"01:41:31,009",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
803,61,The Silence of the Lambs,Crime,Jonathan Demme,44.0,1992,True,fucking,This guy's fucking crazy!,general_expletive,"01:41:36,290",14,7.76,FBI trainee Clarice Starling must enlist the help of imprisoned cannibal Dr. Hannibal Lecter to catch a serial killer.,
804,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,The teddy bear? - No! Fuck this bear.,exclamation_shock,"00:03:02,600",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
805,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,Who gives a fuck? - Ya never know.,general_expletive,"00:03:57,221",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
806,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,What the fuck--,exclamation_shock,"00:04:58,416",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
807,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,Fuck you. - Yeah.,insult,"00:05:37,188",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
808,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,You fucking bitch! You fucking bitch!,insult,"00:08:34,498",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
809,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,You fucking bitch! You fucking bitch!,insult,"00:08:34,498",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
810,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,You fucking whore!,insult,"00:08:37,401",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
811,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,You fucking whore!,insult,"00:08:39,336",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
812,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,Give me a knife! I'll cut his fuckin' heart out!,general_expletive,"00:08:42,339",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
813,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuckin,"Fuckin' animal. - Come on, Jude.",general_expletive,"00:09:00,224",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
814,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuckin,"Fuckin' hell, man! This is a farce!",exclamation_shock,"00:10:35,986",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
815,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,How is it a farce? - I seen your fucking face!,insult,"00:10:39,556",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
816,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,"I can't fuckin' breathe, man.",general_expletive,"00:11:24,601",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
817,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,No fuckin' way.,exclamation_shock,"00:13:39,636",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
818,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,What the fuck do you know about my people?,insult,"00:14:53,577",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
819,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,motherfuckers,"Only that you're all tough, undeluded motherfuckers...",compound_expletive,"00:14:57,514",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
820,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"Shut the fuck up, would ya?",general_expletive,"00:15:03,987",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
821,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucker,"She'd be anybody's type. - Don't you think of it, fucker.",insult,"00:16:26,937",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
822,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,So what were you fuckin' around for then?,insult,"00:16:51,094",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
823,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckers,You fuckers set me up.,insult,"00:16:54,097",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
824,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,'What the fuck am I doin' here anyway?',exclamation_shock,"00:17:16,153",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
825,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,What the fuck were you doin' here? - I got sent.,insult,"00:17:19,356",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
826,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucker,"Take the fucker out, man. I'm dying.",general_expletive,"00:19:41,531",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
827,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"For fuck's sake, it's got no major diseases!",exclamation_shock,"00:20:37,020",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
828,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"What the fuck is this? - Nothin', man.",exclamation_shock,"00:21:35,979",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
829,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,Put the fuckin' hood on him.,insult,"00:21:41,217",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
830,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,What the fuck is this? - Nothin'.,exclamation_shock,"00:21:51,628",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
831,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,When you're on duty you'll keep your fuckin' mouth shut.,insult,"00:21:56,166",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
832,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucker,Doesn't matter if he's hot. Just cover the fucker up.,general_expletive,"00:27:36,205",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
833,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,I said shut the fuck up.,general_expletive,"00:27:53,189",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
834,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"You're crazy. Don't let him, Peter. - Shut the fuck up, Jude.",insult,"00:31:43,319",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
835,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"Sing us a song, Dil. - Fuck off, Dave.",insult,"00:44:24,579",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
836,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuckin,Fuckin' cow!,general_expletive,"00:44:47,369",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
837,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"I don't actually give a fuck whether it's Jim, Pat or Mick...",general_expletive,"00:46:08,350",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
838,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"Got the money, Dil? - Fuck off, Dave.",insult,"00:49:31,186",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
839,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,You fuckin' promised. - Did I?,insult,"00:49:33,555",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
840,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,"You fucking did! Well, didn't you?",insult,"00:49:36,324",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
841,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,"We're fuckin' grand all of a sudden, eh?",general_expletive,"00:50:23,438",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
842,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,Thank you. Jimmy. - Who the fuck's he?,insult,"00:50:35,850",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
843,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fucking,Fucking dumb dyke carrot cunt!,general_expletive,"00:52:10,879",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
844,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,Jesus fucking Christ.,exclamation_shock,"00:55:01,683",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
845,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,"Hey, Stirling fucking Moss! - It's Dave!",general_expletive,"00:55:08,256",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
846,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,Don't throw my clothes out the window! - and fuck off...,insult,"00:55:21,836",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
847,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuckin,...back to Essex! - Fuckin' mad!,general_expletive,"00:55:25,773",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
848,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,Take your fucking goldfish too!,general_expletive,"00:55:34,916",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
849,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,My fuckin' fish!,general_expletive,"00:55:38,453",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
850,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"Look, Dil, I'm sorry. - Fuck off, Dave.",insult,"00:59:35,323",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
851,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fucking,"No, I won't fucking fuck off.",insult,"00:59:37,658",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
852,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"No, I won't fucking fuck off.",insult,"00:59:37,658",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
853,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"Stop it, Dil! - No! Tell him to go fuck himself!",insult,"01:06:25,032",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
854,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,She wants me to tell you go fuck yourself!,insult,"01:06:28,135",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
855,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"Tell him again, Col, go fuck himself!",insult,"01:06:39,713",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
856,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,...or did you just fuck up?,insult,"01:13:25,185",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
857,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"Fuck me, Fergus.",general_expletive,"01:14:20,474",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
858,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,So you did fuck up. - Yes.,insult,"01:14:58,278",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
859,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"I'm curious. - What the fuck do you know, Jude?",insult,"01:15:55,936",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
860,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,"You fuckin' tell me, boy!",insult,"01:15:58,738",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
861,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"Oh, so I suppose a fuck is out of the question.",intensifier,"01:16:06,413",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
862,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"'Fuck it' is what I say. - Yeah, fuck it.",exclamation_shock,"01:18:53,213",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
863,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"'Fuck it' is what I say. - Yeah, fuck it.",exclamation_shock,"01:18:53,213",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
864,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuckin,"Fuckin' men, Col. - Fuck 'em.",general_expletive,"01:18:56,216",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
865,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"Fuckin' men, Col. - Fuck 'em.",general_expletive,"01:18:56,216",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
866,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,"Fuck you, Jimmy!",insult,"01:19:00,653",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
867,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuckin,"I'm gettin' emotional, and I don't like gettin' fuckin' emotional!",general_expletive,"01:20:40,753",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
868,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,Yeah. I understand. - Fuck you too.,insult,"01:20:46,459",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
869,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,Fuck,Fuck you.,insult,"01:20:48,695",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
870,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"You know what'll happen if you fuck up again, don't ya?",insult,"01:21:06,179",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
871,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,What the fuck are you doing here?,insult,"01:31:11,350",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
872,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,"Give it over, Dil, for fuck's sake!",general_expletive,"01:31:50,589",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
873,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,What the fuck?,exclamation_shock,"01:36:47,820",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
874,70,The Crying Game,Crime,Neil Jordan,49.0,1993,False,fuck,Where the fuck is he?,general_expletive,"01:38:36,595",74,39.67,"An IRA member kidnaps a British soldier and forms an unexpected bond, leading to a life-changing encounter in London.",
